Název titulu v AIS,číslo titulu v AIS,rok,žánr,číslo zdroje digitalizace obrazu v AIS,číslo zdroje digitalizace zvuku v AIS,datum digitalizace,místo digitalizace,technologie digitalizace,délka v sekundách,poznámky,kontrola kvality
MADLA Z CIHELNY,0010749,1933,hraný,HF-K 010860,HF-K 010860,2015,Barrandov,HD telecine,"6263,080000",,
MADLA Z CIHELNY,0010749,1933,hraný,HF-K 10860,HF-K 10860,2015,Barrandov,HD telecine,"6263,080000",,
MÁJ,0060876,,dokument,KF-K 022052,x,2014,Barrandov,HD telecine,"610,040000",,
MALÁ HISTORIE,0010016,1946,hraný,KF-K 011707,KF-K 011707,2015,Barrandov,HD telecine,"1310,040000",,
MALÁ MOŘSKÁ VÍLA,0011504,1976,hraný,HF-K 023035,HF-K 023035,2015,Barrandov,HD telecine,"5172,080000",,
MALÁ NEZNÁMÁ ZEMĚ,0061855,1958,dokument,KF-K 009571,KF-K 009571,27.3.2017,FLB,HD telecine,"2 201,00",,
MALÉ VODNÍ ELEKTRÁRNY,0065116,,dokument,KF-DP 012109,KF-DP 012109,2014,Barrandov,HD telecine,"1356,040000",,
MALOVÁNKY,4001085,1970,animovaný,KF-K 12090,KF-K 12090,2016,Barrandov,HD telecine,"610,92",,
MALÝ BOBEŠ VE MĚSTĚ,0011508,1962,hraný,HF-K 024021,HF-K 024021,2014,Barrandov,HD telecine,"4791,040000",,
MALÝ POHLED DO BUDOUCNA ,4003387,1936,animovaný,KF-K 031866,KF-K 031866,2012,Barrandov,HD telecine,"79,255000",pro DVD Český animovaný film 1925-1945,
MAMINČIN VÝLET DO NEBE ,4000603,1935,animovaný,KF-K 018464,KF-K 018464,2012,Barrandov,HD telecine,"285,934167",pro DVD Český animovaný film 1925-1945,
MANŽELSTVÍ NA ÚVĚR,0010750,1936,hraný,HF-K 011244,HF-K 011244,2013,Barrandov,HD telecine,"5203,708333",,
"MAREČKU, PODEJTE MI PERO!",0011510,1976,hraný,HF-K 31754,HF-K 31754,2016,Barrandov,HD telecine,"5 461,00",,
MARIÁNSKÉ LÁZNĚ 1968,3620784,1968,amatérský dokumentární,,,2016,UPP,HD sken,"481,52",,
MARIE,0011936,1964,hraný,HF K-27251,HF K-27251,2.12.2016,FLB,HD telecine,,,
MARKETA LAZAROVÁ,0010971,1967,hraný,"HF-N 001120, HF-DP 010296",HF-K 030913,2011,"UPP (obraz), Soundsuqare/Barrandov? (zvuk)",4K sken,"9547,320000","digitálně restaurováno v UPP/Soundsquare, referenční kopie HF-K 014674","potřeba obrátit zrcadlově jednu nebo dvě scény, potřeba převést na správný bílý bod (jiný - asi správný 6500K - mají úvodní loga, jiný - asi špatný /5000K ?/ má samotný film )"
MAT,3600039,1983,amatérský hraný,KF-K 027608,KF-K 027608,2014,Barrandov,HD telecine,"1009,040000",,
MEDVĚDÍ LEDOVEC,0061891,1965,dokument,KF-K 6293,KF-K 6293,2016,Barrandov,HD telecine,"505,76",,
MECHANISACE DOLŮ,0067571,,dokument,KF-K 022905,KF-K 022905,2015,Barrandov,HD telecine,"627,720000",,
MĚSÍČNÍ POHÁDKA,4000327,1958,animovaný,KF-K 009939,KF-K 009939,2014,Barrandov,HD telecine,"780,040000",,
MĚSTO A LIDÉ,0061895,1960,dokument,KF-K 903,KF-K 903,2016,Barrandov,HD telecine,"1 158,04",,
MĚSTO DVAKRÁT ZROZENÉ,0061897,1964,dokument,KF-K 6306,KF-K 6306,2016,Barrandov,HD telecine,"576,00",,
MĚSTO LITOVEL,0061898,,dokument,KF-K 005649,x,2016,Barrandov,HD telecine,"635,00",,
MĚSTO MÉHO SYNA,3620295,1988,amatérský dokumentární,KF-K 031549,KF-K 031549,2014,UPP,HD sken,"399,400000",,
MĚSTO VOJÁK,0062011,1965,dokument,KF-K 6418,KF-K 6418,2016,Barrandov,HD telecine,"551,00",,
METAMORFEUS,4001100,1969,animovaný,KF-K 008847,KF-K 008847,2014,Barrandov,HD telecine,"806,040000","Pozor, NFA není držitelem práv výrobce.",
METRÁČEK,0011515,1972,hraný,HF-K 12948,HF-K 12948,2016,Barrandov,HD telecine,"4 580,04",,
METRO V HLAVNÍM MĚSTĚ ČSSR - PRAZE,0061904,1986,dokument,KF-K 43125,KF-K 43125,2016,Barrandov,HD telecine,"952,04",,
MEZI NÁMI KLUKY,0011370,1981,hraný,HF-K 17619,HF-K 17619,2016,Barrandov,HD telecine,"5 448,04",,
MEZINÁRODNÍ PŘEHLÍDKA ODÍVÁNÍ,0061915,,dokument,KF-K 005031,KF-K 005031,2015,Barrandov,HD telecine,"698,040000",,
MÍČEK FLÍČEK,4001101,1955,animovaný,KF-K 9943,KF-K 9943,2016,Barrandov,HD telecine,"1 048,72",,
MIKROB MINULOSTI,0061916,,dokument,KF-K 011311,KF-K 011311,2014,Česká televize,HD telecine,"583,000000",,
MILENKY STARÉHO KRIMINÁLNÍKA,0010303,1927,hraný,HF-K 030117,x,2014,Barrandov,HD telecine,"6503,120000",,
MILIARDY KOLEM NAS,0061919,,dokument,KF-K 005685,KF-K 005685,2015,Barrandov,HD telecine,"912,040000",,
MINANGKABAU,0069712,,dokument,KF-K 044640,KF-K 044640,2015,Barrandov,HD telecine,"749,840000",,
MISTR ZDE JEST A VOLÁ TEBE,3620501,1956,amatérský dokumentární,KF-K 043937,KF-K 043937,2014,Barrandov,HD telecine,"605,960000",,
MISTROVSTVÍ SVĚTA V KRASOBRUSLENÍ 1962,0061931,,dokument,KF-K 008467,KF-K 008467,2015,Barrandov,HD telecine,"1144,040000",,
MLADÁ VOŽICE NA KONCI DRUHÉ SVĚTOVÉ VÁLKY,3620534,1945,amatérský dokumentární,KF-K 26868,x,2016,Barrandov,HD telecine,"1 204,40",,
MLADÉ RAMPY,0061949,,dokument,KF-K 008992,KF-K 008992,2015,Barrandov,HD telecine,"2588,200000",,
MLADÉ VÍNO,0011347,1986,hraný,HF-K 014381,HF-K 014381,2015,Barrandov,HD telecine,"5620,080000",,
MLÁDEŽ VEDE BRNO,0060801,1949,dokument,KF-K 15734,KF-K 15734,2016,Česká televize,HD telecine,"703,80",,
MLÁDEŽ VEDE BRNO,0060801,,dokument,KF-K 015734,KF-K 015734,2015,UPP,HD sken,"703,800000",,
MLADOBOLESLAVSKÝ JOURNÁL 3,3901538,,zpravodajský film,KF-K 027135,x,2015,Česká televize,HD telecine,"465,280000",,
MLHA,0061956,,dokument,KF-K 021275,KF-K 021275,2013,Barrandov,HD telecine,"757,416",,SOUBOR MA SPATNE ID
MLHY NA BLATECH,0010766,1943,hraný,HF-DP 008936,HF-DP 008936,2014,Barrandov,HD telecine,"5271,200000",,
MNICHOVANÉ,0067166,1952,dokument,KF-K 036733,KF-K 036733,27.3.2017,FLB,HD telecine,"731,00",,
MOC OSUDU,4001115,1968,animovaný,KF-K 026070,KF-K 026070,2014,Barrandov,HD telecine,"379,040000","Pozor, NFA není držitelem práv výrobce.",
MODERNÍ VÝROBA PIVA,0067579,,dokument,KF-K 036093,KF-K 036093,2016,Barrandov,HD telecine,"892,16",,
MODRÁ ZÁSTĚRKA,4001116,1965,animovaný,KF-K 006540,KF-K 006540,2015,Barrandov,HD telecine,"461,040000",,
MONSTREKONCERT,0060603,,dokument,KF-K 023975,x,2012,UPP,HD telecine,"380,76",,SOUBOR MA SPATNE ID
MOR SKOTU V POLSKU,0061729,1920,dokument,KF-K 18720,x,2016,Barrandov,HD telecine,"572,12",,
MORITURI TE SALUTANT,0066288,1974,dokument,KF-K 29569,KF-K 29569,2016,UPP,HD telecine,"1 745,16",,
MOŘSKÉ LÁZNĚ KUPARI V POHÁDKOVÉM OKOLÍ DUBROVNÍKA,0066737,1931,dokument,KF-K 31201,x,2016,Barrandov,HD telecine,"493,04",,
MOTIV PRO VRAŽDU,0011533,1974,hraný,HF-K 31749,HF-K 31749,2016,Barrandov,HD telecine,"5 354,68",,
MOTORY NAŠE CHLOUBA,0061972,,dokument,KF-DP 002754,KF-DP 002754,2014,Barrandov,HD telecine,"726,040000",,
MOTÝL,0012552,1965,hraný,HF-K 27333,HF-K 27333,2016,Barrandov,HD telecine,"1 892,04",,
MOUCHY,4001126,1951,animovaný,KF-K 005773,KF-K 005773,2014,Česká televize,HD telecine,"189,040000",,
MRAVENCI NESOU SMRT,0011373,1985,hraný,HF-K 32330,HF-K 32330,2016,Barrandov,HD telecine,"4 931,56",,
MRAVNOST NADE VŠE,0010669,1937,hraný,HF-DP 284,HF-DP 284,2016,Barrandov,HD telecine,"4 576,64",,
MRTVÉ ŘEKY,0064129,,dokument,KF-K 044485,KF-K 044485,2015,Barrandov,HD telecine,"604,040000",,
MŮJ HŘÍŠNÝ MUŽ,0011348,1986,hraný,HF-K 023602,HF-K 023602,2015,Barrandov,HD telecine,"5873,080000",,
"MUŽ,KTERÝ STOUPL V CENĚ",0011527,1967,hraný,HF-K 6533,HF-K 6533,2016,Barrandov,HD telecine,"4 912,04",,
MUŽI BEZ KŘÍDEL,0010448,1946,hraný,HF-K 008641,HF-K 008641,2014,Česká televize,HD telecine,"4411,360000",,
MUŽI POD PRAHOU,0061993,,dokument,KF-K 000708,HF-K 017764,2015,Barrandov,HD telecine,"781,600000",,
MYŠÍ KOČIČINY,4000666,1987,animovaný,KF-K 20653,KF-K 20653,2016,Barrandov,HD telecine,"490,64",,
MYŠLENKA HLEDAJÍCÍ SVĚTLO ,4000345,1938,animovaný,KF-K 018955,KF-K 018955,2012,Barrandov,HD telecine,"599,208333",pro DVD Český animovaný film 1925-1945,
MYŠLENKY JEDNOHO NESOUSTŘEDĚNÉHO HOUSLISTY,0012494,1970,hraný,HF-K 27168,HF-K 27168,2016,Barrandov,HD telecine,"1 018,04",,
NA KOLEJÍCH ČEKÁ VRAH,0011115,1970,hraný,"HF-K 031802, úvodní titulky z kopie HF-K 020060","HF-K 031802, úvodní titulky z kopie HF-K 020060",2015,Barrandov,HD telecine,"5476,320000",,
NA NEBI A NA ZEMI ,4000148,1929,animovaný,KF-K 042395,x,2012,Barrandov,HD telecine,"176,958333",pro DVD Český animovaný film 1925-1945,
NA OBZORU JAPONSKO,0062018,1964,dokument,KF-K 6415,KF-K 6415,2016,Barrandov,HD telecine,"486,16",,
NA PYTLÁCKÉ STEZCE,0011525,1979,hraný,HF-K 017606,HF-K 017606,2015,Barrandov,HD telecine,"4368,440000",,
NA SAMOTĚ U LESA,0011556,1976,hraný,HF-K 024643,HF-K 024643,2014,Barrandov,HD telecine,"5474,080000",,
NA SHLEDANOU NA STRAHOVĚ,0062031,,dokument,KF-K 042575,KF-K 042575,2015,Barrandov,HD telecine,"797,480000","špatná kvalita, plíseň",
"NA SHLEDANOU,PŘIJĎTE ZAS",0062032,1964,dokument,KF-K 6294,KF-K 6294,2016,Barrandov,HD telecine,"348,40",,
NA STEZCE LOVCŮ LEBEK,0062036,,dokument,KF-K 006416,KF-K 006416,2015,Barrandov,HD telecine,"1060,040000",,
NA VLTAVĚ V PRAZE,0062040,,dokument,KF-K 043139,x,2015,Barrandov,HD telecine,"637,400000",,
NA ZTRACENÉ VARTĚ,0062046,1962,dokument,KF-K  002331,KF-K  002331,27.3.2017,FLB,HD telecine,"631,00",,
NADĚJE,0011560,1963,hraný,HF-K 18308,HF-K 18308,2016,Barrandov,HD telecine,"5 323,08",,
NÁCHOD,0064971,,dokument,KF-K 022485,x,2014,Barrandov,HD telecine,"410,400000",,
NÁMĚSTÍ BUDOVATELŮ,0060159,,dokument,KF-K 014790,KF-K 014790,2015,Barrandov,HD telecine,"577,040000",,
NAPŘÍČ SPORTEM,3501068,,dokument,KF-K 002669,x,2014,Barrandov,HD telecine,"696,440000",,
NÁRODNÍ UMĚLEC JOSEF LADA,0062063,,dokument,KF-K 031252,KF-K 031252,2015,Barrandov,HD telecine,"969,055200",,
NÁS UŽ NEMÁ NIKDO RÁD ,4001949,1933,animovaný,KF-K 019514,KF-K 019514,2012,Barrandov,HD telecine,"316,613333",pro DVD Český animovaný film 1925-1945,
NAŠE DĚTI ,4001136,1935,animovaný,KF-K 007439,KF-K 007439,2012,Barrandov,HD telecine,"336,500000",pro DVD Český animovaný film 1925-1945,
NAŠE DOVOLENÁ,0062080,,dokument,KF-K 012826,KF-K 012826,2015,Barrandov,HD telecine,"758,480000",,
NAŠE FINÁLE,3620291,1985,amatérský dokumentární,KF-K 31545,KF-K 31545,2016,UPP,HD telecine,"1 046,24",,
Naše hory v zimě ,0064403,1922,dokument,P31844,P31844,27.3.2017,Barrandov,HD telecine,286.600000,,
NAŠE KARKULKA,4001137,1961,animovaný,KF-K 030994,KF-K 030994,2014,Barrandov,HD telecine,"728,040000",,
NAŠE LOUTKY,0060082,,dokument,KF-K 014786,KF-K 014786,2015,Česká televize,HD telecine,"1091,520000",,
NAŠE REVOLUCE,3620375,1945,amatérský dokumentární,KF-K 23537,x,2016,Barrandov,HD telecine,"582,08",,
NÁVRAT PRESIDENTA DR. EDVARDA BENEŠE DO PRAHY 16. KVĚTNA 1945,0062094,,dokument,KF-K 031331,KF-K 031331,2015,Barrandov,HD telecine,"811,040000",,
NÁVRAT ZTRACENÉHO SYNA,0011562,1966,hraný,HF-K 29008,HF-K 29008,2016,Barrandov,HD telecine,"5 919,56",,
NÁVŠTĚVA ANGLICKÝCH ŽURNALISTŮ V ČECHÁCH,0065531,,dokument,KF-K 026947,x,2016,Barrandov,HD telecine,"583,44",,
NÁVŠTĚVOU VE VELKOPOPOVICKÉM PIVOVAŘE,0064211,,dokument,KF-K 020551,x,2016,Barrandov,HD telecine,"1 022,08",,
NEBE PATŘÍ NÁM,0064597,,dokument,KF-K 022018,,2014,Barrandov,HD telecine,"738,840000",,
NEDĚLE ČESKÝCH FILMOVÝCH PRACOVNÍKŮ,0062106,,dokument,KF-K 026963,x,2014,Česká televize,HD telecine,"336,800000",,
NEDĚLE VE VŠEDNÍ DEN,0011565,1962,hraný,HF-K 024989,HF-K 024989,2015,Barrandov,HD telecine,"5173,080000",,
NEJDELŠÍ FRONTA CEJLONU,0066861,,dokument,KF-DP 029077,KF-DP 029077,2015,Barrandov,HD telecine,"477,040000",,
NEJEN NA ZEMI ,4003488,1928,animovaný,KF-K 031097,x,2012,Barrandov,HD telecine,"147,875000",pro DVD Český animovaný film 1925-1945,
NEJISTÁ SEZÓNA,0011845,1987,hraný,HF-K 21462,HF-K 21462,2016,Barrandov,HD telecine,"5 330,88",,
NEJLEPŠÍ DÁREK,4003408,?,animovaný,KF-K 041043,KF-K 041043,2012,Barrandov,HD telecine,"42,040000",pro DVD Dodalovi,
NEJVĚTŠÍ NA SVĚTĚ,0062120,1964,dokument,KF-K 6412,KF-K 6412,2016,Barrandov,HD telecine,"623,36",,
NEJVŠEDNĚJŠÍ POVOLÁNÍ,0062122,1963,dokument,KF-K 7121,KF-K 7121,2016,Barrandov,HD telecine,"714,28",,
NEKLIDNOU HLADINOU,0011990,1962,hraný,HF-K 7901,HF-K 7901,2016,Barrandov,HD telecine,"5 139,28",,
NEKRVAVÁ VÍTĚZSTVÍ,0067095,1962,dokument,KF-K 33467,KF-K 33467,2016,Barrandov,HD telecine,"633,04",,
NENÍ BRAMBOR JAKO BRAMBOR ,4001149,1929,animovaný,KF-K 010788,x,2012,Barrandov,HD telecine,"333,791667",pro DVD Český animovaný film 1925-1945,
NENÍ VŠECHNO ZLATO ...,0062126,1965,dokument,KF-K 6398,KF-K 6398,2016,Barrandov,HD telecine,"470,20",,
NENÍ ZUB JAKO ZUB,0069891,,dokument,KF-K 044641,KF-K 044641,2015,Barrandov,HD telecine,"607,040000",,
NEOBYČEJNÁ TŘÍDA,0011571,1964,hraný,HF-K 27856,HF-K 27856; úvodní titulky zvuk z HF-K 9341,2016,Barrandov,HD telecine,"5 280,68",,
NEPOMUCKÝ OKRUH,3620765,1960,amatérský dokumentární,KF-K 22236,x,2016,UPP,HD telecine,"1 312,88",,
NEPOSLUŠNÝ ZAJÍČEK ,4001151,1944,animovaný,KF-K 023958,KF-K 023958,2012,Barrandov,HD telecine,"525,257083",pro DVD Český animovaný film 1925-1945,
NEPOVEDENÝ PANÁČEK,4000131,1951,animovaný,KF-K 21015,KF-K 21015,2016,Barrandov,HD telecine,"1 013,36",,
NEPŘÍTEL V TÝLU,0060176,,dokument,KF-K 014772,KF-K 014772,2014,Česká televize,HD telecine,"721,120000",,
NERVY NERVY NERVY,0062134,1960,dokument,KF-K 35389,KF-K 35389,2016,Barrandov,HD telecine,"985,04",,
NEVÁNOČNÍ VÁNOCE,0069903,,dokument,KF-K 004702,KF-K 004702,2015,Barrandov,HD telecine,"503,017600",,
NEVIDITELNÍ NEPŘÁTELÉ,4001154,1951,animovaný,KF-K 006869,KF-K 006869,2014,Česká televize,HD telecine,"236,280000",,
NEVIDITELNÝ ŽIVOT,0066516,1946,dokument,KF-K 31501,KF-K 31501,2016,Barrandov,HD telecine,"701,04",,
NEVÍME DNE,0062141,,dokument,KF-K 011422,KF-K 011422,2015,Barrandov,HD telecine,"824,600000",,
NEZAPOMENUTELNÝ PLAKÁT,4000628,1937,animovaný,KF-K 018307,KF-K 018307,2012,Barrandov,HD telecine,"212,965833",pro DVD Český animovaný film 1925-1945,
NEZBEDNÍCI,4001049,1985,animovaný,KF-K 20095,KF-K 20095,2016,Barrandov,HD telecine,"709,04",,
NEZLOBTE DĚDEČKA,0010747,1934,hraný,HF-K 013054,HF-K 013054,2015,Barrandov,HD telecine,"4452,080000",,
NEZVANÝ HOST,0011258,1969,hraný,HF-K 23938,HF-K 23938,2016,Barrandov,HD telecine,"1 320,72",,
NEŽ BUDE POZDĚ,0062149,,dokument,KF-K 013054,KF-K 013054,2015,Barrandov,HD telecine,"1025,040000",,
NEŽ POKVETOU JABLONĚ,0069906,,dokument,KF-K 044145,KF-K 044145,2014,Barrandov,HD telecine,"1093,040000",,
NEŽ ZAHYNE UMĚNÍ NEJJAPONŠTĚJŠÍ,0062174,1964,dokument,KF-K 6417,KF-K 6417,2016,Barrandov,HD telecine,"618,20",,
NĚŽNÝ BARBAR,0010375,1989,hraný,HF-K 021350,HF-K 021350,2014,Barrandov,HD telecine,"1822,040000",,SOUBOR ŠPATNĚ POJMENOVÁN
NIAS – OSTROV NEBOJÁCNÝCH,0062153,,dokument,KF-K 006392,KF-K 006392,2015,Barrandov,HD telecine,"914,040000",,
NOC A DEN,3502846,,dokument,KF-K 030431,KF-K 030431,2015,Barrandov,HD telecine,"988,040000",,
NOC NA KARLŠTEJNĚ,0010292,1919,hraný,HF-K 019593,x,2015,Barrandov,HD telecine,"2655,080000",,
NOC NA KARLŠTEJNĚ,0011195,1973,hraný,HF-K 012994,HF-K 012994,2014,Barrandov,HD telecine,"5100,200000",,
NOC NA KARLŠTEJNĚ REKLAMNÍ SNÍMEK,0068216,,dokument,KF-K 040949,KF-K 040949,2016,Barrandov,HD telecine,"186,87",,
NOČNÍ DĚS,0010015,1914,hraný,HF-K 017147,x,2015,Barrandov,HD telecine,"1135,840000",FÁDNÍ ODPOLEDNE,
NOČNÍ MOTÝL,0010783,1941,hraný,KF-K 023844,KF-K 023844,2014,Barrandov,HD telecine,"5059,760000",,
NORMALISACE,3600137,1969,amatérský hraný,KF-K 32189,KF-K 32189,2016,UPP,HD telecine,"77,92",,
NOVÁ KARKULKA,4001157,1980,animovaný,KF-K 026239,KF-K 026239,2015,Barrandov,HD telecine,"522,040000",,
NOVÁ PÍSEŇ,0011964,1935,hraný,HF-K 30542,HF-K 30542,2016,Barrandov,HD telecine,"191,82",,
NOVÉ DOBRODRUŽSTVÍ KOCOURA FELIXE ,4001991,1927,animovaný,KF-K 019685,x,2012,Barrandov,HD telecine,"92,416667",pro DVD Český animovaný film 1925-1945,
NUGGET,4003399,?,animovaný,KF-K 040702,KF-K 040702,2012,Barrandov,HD telecine,"15,122560",pro DVD Dodalovi,
"O KOČKÁCH, BEATNÍCÍCH A VŠELIČEMS JINÉM",0065375,,dokument,KF-K 026363,KF-K 026363,2014,Barrandov,HD telecine,"692,000000",,
O MAKOVÉM KOLÁČI,4001174,1953,animovaný,KF-K 028018,KF-K 028018,2015,Barrandov,HD telecine,"446,720000",jako barevná reference posloužila kopie KF-K 07199,
O MALÝCH PRO VELKÉ,0010013,1948,hraný,HF-K 013233,HF-K 013233,2014,Česká televize,HD telecine,"585,560000",,
O MÍSTO NA SLUNCI,4001177,1959,animovaný,KF-K 027785,KF-K 027785,2014,Barrandov,HD telecine,"319,040000",,
O NĚČEM JINÉM,0010940,1963,hraný,HF-K 023702,HF-K 023702,2014,Barrandov,HD telecine,"4848,000000",,
O PRINCEZNĚ JASNĚNCE A LÉTAJÍCÍM ŠEVCI,0011846,1987,hraný,HF-K 22397,HF-K 22397,2016,Barrandov,HD telecine,"5 214,04",,
O SKLENIČKU VÍC,4000481,1953,animovaný,KF-K 036715,KF-K 036715,2015,Barrandov,HD telecine,"1081,040000",,
O SLAVNOSTI A HOSTECH,0010939,1966,hraný,HF-DP 006039,HF-DP 006039,2015,Barrandov,HD telecine,"4051,080000",,
O ZLATÉ RYBCE,4001194,1951,animovaný,KF-K 000688,KF-K 000688,2014,Barrandov,HD telecine,"889,000000",,
OBCHOD NA KORZE,0011577,1965,hraný,HF-K 023076,HF-K 023076,2014,Barrandov,HD telecine,"7221,040000",,
OBJEVENÁ KOUŘIM,0062207,1953,dokument,KF-K 942,KF-K 942,2016,Barrandov,HD telecine,"889,04",,
OBNOVENÍ PROVOZU V RUZYNI 5.9.1968,0064903,1968,dokument,KF-K 22763,x,2016,Barrandov,HD telecine,"528,00",,
OBRAZ,0062211,1961,dokument,KF-K 20120,KF-K 20120,2016,Barrandov,HD telecine,"852,40",,
OBRAZ MODERNÍHO ČESKOSLOVENSKA: ŽIJEME 1937,0063537,,dokument,KF-K 008526,x,2014,Barrandov,HD telecine,"887,400000",,
OBRÁŽECÍ HLAVA,3620758,?,amatérský dokumentární,KF-K 45779,KF-K 45779,2016,Barrandov,HD telecine,"592,04",,
"OBUŠKU, Z PYTLE VEN",0010586,1955,hraný,HF-K 017890,HF-K 017890,2015,Barrandov,HD telecine,"4146,080000",,
OBUV KRÁSA ,4002990,1930,animovaný,KF-K 029598,x,2012,Barrandov,HD telecine,"50,833333",pro DVD Český animovaný film 1925-1945,
OBŽALOVANÝ,0011579,1964,hraný,HF-K 022994,HF-K 022994,2014,Barrandov,HD telecine,"5373,160000",,
OD MNICHOVA K 15. BŘEZNU,0062231,1952,dokument,KF-K  000656,KF-K  000656,27.3.2017,FLB,HD telecine,"599,00",,
OD UDÁLOSTI K ZPRÁVĚ,0060330,,dokument,KF-K 15032,KF-K 15032,2016,Barrandov,HD telecine,"555,04",,
ODHALENÍ POMNÍKU CÍSAŘE FRANZE JOSEFA V JABLONCI NAD NISOU V ROCE 1910,3503789,,dokument,KF-K  031828,x,2015,Barrandov,HD telecine,"637,840000",,
ODCHOD DRUHÉHO PLUKU…,0064781,,dokument,KF-K 022467,x,2014,Barrandov,HD telecine,"271,000000",,
ODKAZ,0068438,,dokument,KF-K 041968,KF-K 041968,2015,Barrandov,HD telecine,"766,040000",,
ODLÉVÁNÍ ČASU,0062243,1970,dokument,KF-K 26689,KF-K 26689,2016,Barrandov,HD telecine,"569,04",,
OHNIVÉ LÉTO,0010787,1939,hraný,HF-K 022108,HF-K 022108,2015,Česká televize,HD telecine,"5268,480000",,
OCHRANNÉ PROSTŘEDKY JEDNOTLIVCE PROTI ZHN,0068459,,dokument,KF-K 042991,KF-K 042991,2014,Česká televize,HD telecine,"1175,680000",,
OKRSKOVÝ A ŽUPNÍ SLET V PROSTĚJOVĚ,3620674,1948,amatérský dokumentární,KF-K 045576,x,2015,Barrandov,HD telecine,"1114,960000",,
OLYMPIADA HELSINKY 1952,0064171,1952,dokument,KF-K 2304,KF-K 2304,2016,Česká televize,HD telecine,"4 853,48",,
OLYMPIJSKÉ HRY,4002566,1987,animovaný,KF-K 027831,KF-K 027831,2015,Barrandov,HD telecine,"568,040000",,
OSIDLUJEME POHRANIČÍ,0063716,1946,dokument,KF-k 19299,KF-k 19299,2016,Barrandov,HD telecine,"596,04",,
"OSTRAVSKÉ FILMOVÉ NOVINY 1953, č. 08",3922794,,zpravodajský film,"nova kopie, cekame na prirustek","nova kopie, cekame na prirustek",2014,Barrandov,HD telecine,"154,040000",,
OSTROVY MILIONŮ PTÁKŮ,0062279,1952,dokument,KF-K 13064,KF-K 13064,2016,Barrandov,HD telecine,"708,04",,
OSTŘE SLEDOVANÉ VLAKY,0011593,1966,hraný,"HF-N 001216 , HF-DP 006076",HF-DP 006076,2014,"UPP (obraz), SoundSquare(zvuk)",4K sken,"5344,400000","digitálně restaurováno v UPP/Soundsquare, referenční kopie HF-K 027325",
OSUD TŘÍ SRDCÍ,0010197,1929,hraný,HF-K 003427,x,2015,Barrandov,HD telecine,"3941,080000",,
OSUDY DOBRÉHO VOJÁKA ŠVEJKA,0012896,1930,hraný,HF-K 031110,x,2016,Barrandov,HD telecine,"4 546,52",,
OSUDY DOBRÉHO VOJÁKA ŠVEJKA,0012896,1930,hraný,HF-K 31110,x,2016,Barrandov,HD telecine,"4 546,52",,
OSUDY DOBRÉHO VOJÁKA ŠVEJKA I.,4001209,1954,animovaný,KF-K 029707,KF-K 029707,2014,Barrandov,HD telecine,"1343,400000",,
OSUDY DOBRÉHO VOJÁKA ŠVEJKA II.,4001210,1955,animovaný,KF-K 019992,KF-K 019992,2014,Barrandov,HD telecine,"1227,720000",,
OSUDY DOBRÉHO VOJÁKA ŠVEJKA III.,4001211,1955,anim,A29686,A29686,3.4.2017,Barrandov,HD telecine,,,
OSVĚTOVÝ ZRPAVODAJ FILMOVÝ Č. 12,3901462,,zpravodajský film,KF-K 25888,x,2016,Barrandov,HD telecine,"319,84",,
OŠÁLENÁ KOMTESA ZUZANA,0010079,1918,hraný,HF-K 013913,x,2015,Barrandov,HD telecine,"647,520000",,
OVOCE STROMŮ RAJSKÝCH JÍME,0011596,1969,hraný,HF-K 005055,HF-K 005055,2015,Barrandov,HD telecine,"5699,200000",,
OVOCNÉ ŠŤÁVY,4003031,1959,animovaný,KF-K 023710,KF-K 023710,2015,Barrandov,HD telecine,"91,120000",,
PADESÁT GRAMŮ NEODPOVĚDNOSTI,0062292,,dokument,KF-K 012814,KF-K 012814,2014,Česká televize,HD telecine,"911,520000",,
PALMA NEDOTKNUTELNÝCH,0062296,,dokument,KF-K 006408,KF-K 006408,2015,Barrandov,HD telecine,"747,520000",,
PAMÁTNÍK NÁRODNÍ KULTURY,0062302,,dokument,KF-K 001140,KF-K 001140,2015,Barrandov,HD telecine,"416,400000",,
PAMĚŤ NAŠEHO DNE,0062305,,dokument,KF-K 001370,KF-K 001370,2014,Barrandov,HD telecine,"569,160000",,
PAMÍR,0062306,1965,dokument,KF-K 6407,KF-K 6407,2016,Barrandov,HD telecine,"556,96",,
PÁN A SLUHA,0010809,1938,hraný,HF-K 029957,HF-K 029957,2015,Barrandov,HD telecine,"5060,040000",,
PAN PONREPO SE KLANÍ,0011590,1910,hraný,HF-K 018895,x,2014,Česká televize,HD telecine,"41,240000",,
PAN PONREPO SE KLANÍ,0011590,1910,hraný,HF-K  018895,x,2015,Barrandov,HD telecine,"41,240000",,
PAN PROKOUK AKROBAT,4000787,1959,animovaný,KF-K 036100,KF-K 036100,2015,Barrandov,HD telecine,"661,640000",,
PAN PROKOUK FILMUJE,4001215,1948,animovaný,KF-K 000234,KF-K 000234,2015,Česká televize,HD telecine,"459,320000",,
PAN PROKOUK OUŘADUJE,4000075,1947,animovaný,KF-K 40955,KF-K 40955,2016,Česká televize,HD telecine,"443,56",,
PAN PROKOUK V POKUŠENÍ,4001216,1947,animovaný,KF-K 007406,KF-K 007406,2015,Česká televize,HD telecine,"443,840000",,
